respondent_id,true_persona,age,age_group,gender,locality,occupation,monthly_income_inr,income_bracket,household_size_bracket,ever_sent_homecooked_food,segment,heard_of_freeze_dry,used_freeze_dry_before,brand_used,frequency_sending_food,method_no_preservation,method_freeze_athome,method_vacuum_self,method_freezedry_service,method_none,dish_dal,dish_rice_biryani,dish_rotis,dish_sabzi,dish_nonveg_curry,dish_sweets_snacks,dish_pickles_chutneys,occasion_abroad_family,occasion_own_travel,occasion_festival_gifting,occasion_emergency_stock,occasion_elderly_parents,channel_instagram,channel_google,channel_referral,channel_kirana_partner,channel_college_rwa,channel_influencer,packaging_pref,taste_importance,price_importance,shelf_life_importance,hygiene_importance,convenience_importance,brand_trust_importance,variety_importance,speed_importance,likelihood_to_use,likely_to_use,max_price_per_kg_inr,price_bracket,min_order_qty_kg,qty_bracket,monthly_spend_inr,spend_bracket,willing_pay_extra_speed,would_recommend
R0248,Traveler_Budget,22,Under 25,Female,Banjara Hills,Student,77300.0,"Rs 50,000 - 1,00,000",5-6,Yes,NRI_Family,Yes,Yes,My Taste My Meal,Occasionally (every 2-3 months),0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,"Sealed pouches (lightweight, compact)",3,4,4,4,4,3,4,4,3,No,827.0,Above Rs 600,8.6,6-10 kg,1740.0,"Rs 1,501-3,000",Yes,Maybe
R0249,Traveler_Budget,28,25-34,Male,Dilsukhnagar,Salaried / Employed,95700.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,Yes,Yes,Leela Instant Foods,Rarely (once or twice a year),0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,"Sealed pouches (lightweight, compact)",3,5,3,3,5,4,4,4,3,No,665.0,Above Rs 600,7.3,6-10 kg,750.0,"Rs 500-1,500",No,Yes
R0250,Traveler_Budget,22,Under 25,Female,Madhapur,Salaried / Employed,80700.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,Jars/containers (reusable),3,5,4,3,5,3,3,4,5,Yes,512.0,Rs 501-600,7.1,6-10 kg,1330.0,"Rs 500-1,500",No,Yes
R0251,Convenience_Family,33,25-34,Female,Ameerpet,Student,55600.0,"Rs 50,000 - 1,00,000",1-2,Yes,NRI_Family,No,No,,Occasionally (every 2-3 months),1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,"Sealed pouches (lightweight, compact)",4,3,3,4,5,3,2,3,2,No,482.0,Rs 401-500,3.9,3-5 kg,900.0,"Rs 500-1,500",Yes,Maybe
R0252,Skeptical_LowIntent,44,35-44,Female,Manikonda,Salaried / Employed,38100.0,"Below Rs 50,000",5-6,No,Neither,No,No,,Occasionally (every 2-3 months),0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No strong preference,3,4,3,2,2,2,2,2,2,No,206.0,Below Rs 300,3.6,3-5 kg,350.0,Below Rs 500,No,Yes
R0253,Traveler_Budget,26,25-34,Male,Ameerpet,Self-employed / Business owner,52600.0,"Rs 50,000 - 1,00,000",3-4,No,Traveler_Student,Yes,No,,Rarely (once or twice a year),1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,Jars/containers (reusable),3,5,4,3,4,3,3,5,4,Yes,385.0,Rs 300-400,11.6,More than 10 kg,1100.0,"Rs 500-1,500",No,Yes
R0254,NRI_Quality,58,55 and above,Female,Secunderabad,Retired,98400.0,"Rs 50,000 - 1,00,000",1-2,Yes,Traveler_Student,Yes,Yes,Leela Instant Foods,Occasionally (every 2-3 months),0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",5,3,5,5,3,4,4,4,4,Yes,900.0,Above Rs 600,5.0,3-5 kg,2070.0,"Rs 1,501-3,000",Yes,Yes
R0255,NRI_Quality,38,35-44,Female,Kukatpally,Retired,72200.0,"Rs 50,000 - 1,00,000",3-4,No,NRI_Family,No,No,,Rarely (once or twice a year),1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Sealed pouches (lightweight, compact)",5,3,4,5,4,5,5,3,3,No,648.0,Above Rs 600,4.8,3-5 kg,590.0,"Rs 500-1,500",Yes,Yes
R0256,Convenience_Family,46,45-54,Female,Uppal,Salaried / Employed,67700.0,"Rs 50,000 - 1,00,000",1-2,Yes,Neither,No,No,,Never,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",3,4,4,5,5,4,3,4,4,Yes,534.0,Rs 501-600,3.2,3-5 kg,100.0,Below Rs 500,Yes,No
R0257,Skeptical_LowIntent,36,35-44,Female,Jubilee Hills,Homemaker,47200.0,"Below Rs 50,000",3-4,No,Neither,No,No,,Rarely (once or twice a year),1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,No strong preference,3,4,3,3,2,1,1,3,3,No,326.0,Rs 300-400,3.6,3-5 kg,210.0,Below Rs 500,Maybe,No
R0258,NRI_Quality,49,45-54,Female,Secunderabad,Self-employed / Business owner,89100.0,"Rs 50,000 - 1,00,000",1-2,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,Jars/containers (reusable),4,2,4,5,4,5,5,3,5,Yes,867.0,Above Rs 600,1.3,1-2 kg,530.0,"Rs 500-1,500",Maybe,No
R0259,NRI_Quality,38,35-44,Female,Ameerpet,Homemaker,104600.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,"Sealed pouches (lightweight, compact)",5,3,5,5,4,4,4,3,3,No,1087.0,Above Rs 600,5.2,3-5 kg,3900.0,"Rs 3,001-5,000",Yes,Maybe
R0260,Convenience_Family,38,35-44,Female,Uppal,Salaried / Employed,129500.0,"Rs 1,00,001 - 2,00,000",3-4,No,Neither,No,No,,Never,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",4,3,4,4,4,4,3,4,5,Yes,523.0,Rs 501-600,5.6,3-5 kg,150.0,Below Rs 500,No,Maybe
R0261,NRI_Quality,41,35-44,Male,Uppal,Salaried / Employed,131900.0,"Rs 1,00,001 - 2,00,000",5-6,Yes,NRI_Family,Yes,Yes,My Taste My Meal,Frequently (monthly or more),0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,"Sealed pouches (lightweight, compact)",4,3,4,5,5,4,5,3,3,No,831.0,Above Rs 600,4.4,3-5 kg,4970.0,"Rs 3,001-5,000",Maybe,Yes
R0262,Skeptical_LowIntent,26,25-34,Female,Madhapur,Homemaker,48100.0,"Below Rs 50,000",1-2,No,Neither,No,No,,Frequently (monthly or more),0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,"Sealed pouches (lightweight, compact)",2,3,3,2,2,2,2,2,1,No,342.0,Rs 300-400,3.3,3-5 kg,1180.0,"Rs 500-1,500",Yes,No
R0263,Traveler_Budget,29,25-34,Female,Uppal,Salaried / Employed,58000.0,"Rs 50,000 - 1,00,000",,Yes,Traveler_Student,No,No,,Occasionally (every 2-3 months),1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,"Sealed pouches (lightweight, compact)",4,5,3,3,4,3,4,4,4,Yes,291.0,Below Rs 300,11.8,More than 10 kg,1340.0,"Rs 500-1,500",Maybe,Yes
R0264,NRI_Quality,48,45-54,Female,Madhapur,Self-employed / Business owner,105800.0,"Rs 1,00,001 - 2,00,000",5-6,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,"Sealed pouches (lightweight, compact)",5,3,5,5,4,5,4,4,5,Yes,900.0,Above Rs 600,6.2,6-10 kg,4990.0,"Rs 3,001-5,000",Yes,Yes
R0265,Skeptical_LowIntent,42,35-44,Female,LB Nagar,Salaried / Employed,60000.0,"Rs 50,000 - 1,00,000",5-6,No,Neither,No,No,,Never,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,"Sealed pouches (lightweight, compact)",1,4,3,3,3,2,2,2,2,No,329.0,Rs 300-400,1.0,1-2 kg,100.0,Below Rs 500,No,Maybe
R0266,NRI_Quality,56,55 and above,Male,Manikonda,Homemaker,135300.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,Yes,My Taste My Meal,Frequently (monthly or more),1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,Jars/containers (reusable),5,2,4,5,4,5,5,3,4,Yes,1200.0,Above Rs 600,2.7,1-2 kg,2630.0,"Rs 1,501-3,000",,Yes
R0267,Traveler_Budget,33,25-34,Prefer not to say,Dilsukhnagar,Student,64500.0,"Rs 50,000 - 1,00,000",1-2,No,Traveler_Student,Yes,No,,Frequently (monthly or more),1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,"Sealed pouches (lightweight, compact)",3,5,4,4,5,3,4,4,5,Yes,522.0,Rs 501-600,5.9,3-5 kg,2340.0,"Rs 1,501-3,000",Yes,Maybe
R0268,NRI_Quality,39,35-44,Male,Manikonda,Self-employed / Business owner,307000.0,"Rs 2,00,001 - 3,50,000",3-4,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,"Sealed pouches (lightweight, compact)",4,3,4,5,3,4,4,4,4,Yes,900.0,Above Rs 600,3.9,3-5 kg,3850.0,"Rs 3,001-5,000",Maybe,Maybe
R0269,NRI_Quality,45,45-54,Male,Kukatpally,Homemaker,82400.0,"Rs 50,000 - 1,00,000",1-2,Yes,NRI_Family,Yes,Yes,My Taste My Meal,Frequently (monthly or more),1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,Jars/containers (reusable),5,3,4,5,4,4,4,4,3,No,798.0,Above Rs 600,13.8,More than 10 kg,3740.0,"Rs 3,001-5,000",No,Yes
R0270,NRI_Quality,36,35-44,Male,Kukatpally,Salaried / Employed,177500.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,NRI_Family,Yes,Yes,Spice Up Foods,Occasionally (every 2-3 months),0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,"Sealed pouches (lightweight, compact)",4,2,5,5,4,4,4,4,5,Yes,791.0,Above Rs 600,4.9,3-5 kg,1890.0,"Rs 1,501-3,000",Yes,Maybe
R0271,NRI_Quality,42,35-44,Male,Kukatpally,Self-employed / Business owner,132400.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,Yes,Desi Khana,Frequently (monthly or more),1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,"Sealed pouches (lightweight, compact)",5,3,4,5,3,4,4,4,4,Yes,900.0,Above Rs 600,7.8,6-10 kg,6070.0,"Above Rs 5,000",No,Yes
R0272,NRI_Quality,37,35-44,Male,Kukatpally,Salaried / Employed,59500.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,Yes,My Taste My Meal,Frequently (monthly or more),0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,No strong preference,4,2,4,5,3,4,5,4,5,Yes,539.0,Rs 501-600,3.3,3-5 kg,1690.0,"Rs 1,501-3,000",Maybe,Maybe
R0273,NRI_Quality,57,55 and above,Male,Dilsukhnagar,Homemaker,170600.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,No,No,,Rarely (once or twice a year),0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,"Sealed pouches (lightweight, compact)",5,2,5,5,4,4,4,4,5,Yes,729.0,Above Rs 600,5.1,3-5 kg,510.0,"Rs 500-1,500",Maybe,Yes
R0274,Convenience_Family,41,35-44,Female,Secunderabad,Homemaker,134200.0,"Rs 1,00,001 - 2,00,000",3-4,No,NRI_Family,Yes,No,,Never,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,"Sealed pouches (lightweight, compact)",4,3,4,4,5,4,4,4,5,Yes,596.0,Rs 501-600,4.4,3-5 kg,170.0,Below Rs 500,No,Yes
R0275,Convenience_Family,36,35-44,Female,Ameerpet,Student,57400.0,"Rs 50,000 - 1,00,000",3-4,No,NRI_Family,No,No,,Occasionally (every 2-3 months),0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,"Sealed pouches (lightweight, compact)",3,4,3,4,5,4,4,4,3,No,614.0,Above Rs 600,4.6,3-5 kg,1370.0,"Rs 500-1,500",Yes,Yes
R0276,Traveler_Budget,32,25-34,Male,Begumpet,Student,54000.0,"Rs 50,000 - 1,00,000",3-4,No,Traveler_Student,No,No,,Occasionally (every 2-3 months),0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,"Sealed pouches (lightweight, compact)",3,5,4,5,4,3,4,4,4,Yes,353.0,Rs 300-400,6.9,6-10 kg,1380.0,"Rs 500-1,500",No,Yes
R0277,Traveler_Budget,18,Under 25,Female,Kukatpally,Retired,27200.0,"Below Rs 50,000",5-6,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,"Sealed pouches (lightweight, compact)",3,5,3,3,3,3,3,4,4,Yes,271.0,Below Rs 300,1.0,1-2 kg,620.0,"Rs 500-1,500",Yes,Maybe
R0278,Traveler_Budget,18,Under 25,Male,Banjara Hills,Salaried / Employed,32700.0,"Below Rs 50,000",5-6,Yes,Traveler_Student,Yes,No,,Frequently (monthly or more),1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,No strong preference,4,5,3,4,5,2,3,3,4,Yes,480.0,Rs 401-500,6.7,6-10 kg,3240.0,"Rs 3,001-5,000",Maybe,Yes
R0279,Skeptical_LowIntent,44,35-44,Female,Kondapur,Retired,101100.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Neither,No,No,,Rarely (once or twice a year),0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,Jars/containers (reusable),2,4,1,3,2,2,1,2,3,No,310.0,Rs 300-400,2.8,1-2 kg,170.0,Below Rs 500,Maybe,Maybe
R0280,Skeptical_LowIntent,36,35-44,Male,Uppal,Homemaker,47400.0,"Below Rs 50,000",3-4,No,Neither,No,No,,Never,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,"Sealed pouches (lightweight, compact)",2,4,3,3,2,2,3,2,1,No,329.0,Rs 300-400,4.3,3-5 kg,100.0,Below Rs 500,Maybe,No
R0281,NRI_Quality,44,35-44,Female,Uppal,Salaried / Employed,73200.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",4,3,4,4,3,4,4,3,4,Yes,709.0,Above Rs 600,6.9,6-10 kg,2760.0,"Rs 1,501-3,000",Yes,Maybe
R0282,NRI_Quality,30,25-34,Male,Jubilee Hills,Self-employed / Business owner,133700.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,Jars/containers (reusable),4,3,4,5,4,4,4,5,4,Yes,815.0,Above Rs 600,6.0,6-10 kg,1900.0,"Rs 1,501-3,000",Maybe,Yes
R0283,NRI_Quality,42,35-44,Female,Secunderabad,Salaried / Employed,95300.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,Yes,Yes,Leela Instant Foods,Frequently (monthly or more),1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,"Sealed pouches (lightweight, compact)",5,3,5,5,4,4,4,4,4,Yes,661.0,Above Rs 600,6.1,6-10 kg,4020.0,"Rs 3,001-5,000",Maybe,Yes
R0284,NRI_Quality,60,55 and above,Male,Dilsukhnagar,Salaried / Employed,97600.0,"Rs 50,000 - 1,00,000",1-2,Yes,NRI_Family,Yes,Yes,Spice Up Foods,Occasionally (every 2-3 months),0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,No strong preference,4,4,5,5,4,5,5,4,4,Yes,900.0,Above Rs 600,8.2,6-10 kg,3660.0,"Rs 3,001-5,000",No,Maybe
R0285,Convenience_Family,45,45-54,Female,LB Nagar,Salaried / Employed,108600.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,No,,Rarely (once or twice a year),0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,No strong preference,4,3,3,4,5,4,4,4,4,Yes,707.0,Above Rs 600,6.1,6-10 kg,730.0,"Rs 500-1,500",Maybe,Yes
R0286,Traveler_Budget,27,25-34,Male,Gachibowli,Salaried / Employed,10000.0,"Below Rs 50,000",3-4,Yes,Traveler_Student,No,No,,Occasionally (every 2-3 months),1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,"Sealed pouches (lightweight, compact)",3,5,4,4,3,4,4,5,3,No,429.0,Rs 401-500,7.2,6-10 kg,1110.0,"Rs 500-1,500",No,Yes
R0287,NRI_Quality,38,35-44,Female,LB Nagar,Self-employed / Business owner,80200.0,"Rs 50,000 - 1,00,000",1-2,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,"Sealed pouches (lightweight, compact)",4,3,5,5,3,5,4,4,4,Yes,685.0,Above Rs 600,9.8,6-10 kg,5740.0,"Above Rs 5,000",Yes,Yes
R0288,Traveler_Budget,24,Under 25,Female,Gachibowli,Student,57600.0,"Rs 50,000 - 1,00,000",1-2,No,Traveler_Student,Yes,No,,Frequently (monthly or more),1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,"Sealed pouches (lightweight, compact)",3,5,4,4,4,3,4,5,4,Yes,459.0,Rs 401-500,4.9,3-5 kg,2510.0,"Rs 1,501-3,000",Yes,Maybe
R0289,Traveler_Budget,18,Under 25,Female,Madhapur,Student,79800.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,No,No,,Never,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,"Sealed pouches (lightweight, compact)",3,5,4,3,4,4,3,5,4,Yes,405.0,Rs 401-500,3.5,3-5 kg,100.0,Below Rs 500,Yes,Maybe
R0290,NRI_Quality,44,35-44,Female,Dilsukhnagar,Self-employed / Business owner,210500.0,"Rs 2,00,001 - 3,50,000",7 or more,Yes,Neither,Yes,Yes,Dryfii,Frequently (monthly or more),0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,Jars/containers (reusable),5,2,5,5,4,5,4,4,5,Yes,765.0,Above Rs 600,5.5,3-5 kg,3270.0,"Rs 3,001-5,000",Yes,Yes
R0291,Skeptical_LowIntent,44,35-44,Prefer not to say,,Self-employed / Business owner,42900.0,"Below Rs 50,000",3-4,No,NRI_Family,No,No,,Rarely (once or twice a year),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,"Sealed pouches (lightweight, compact)",2,2,2,3,3,3,1,2,2,No,370.0,Rs 300-400,2.4,1-2 kg,130.0,Below Rs 500,No,Maybe
R0292,NRI_Quality,28,25-34,Male,Kukatpally,Self-employed / Business owner,183800.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,No,,Rarely (once or twice a year),0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,No strong preference,5,3,4,4,4,4,4,4,5,Yes,900.0,Above Rs 600,1.0,1-2 kg,130.0,Below Rs 500,Yes,Maybe
R0293,Skeptical_LowIntent,28,25-34,Male,LB Nagar,Salaried / Employed,40500.0,"Below Rs 50,000",1-2,No,Neither,No,No,,Rarely (once or twice a year),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",1,3,2,3,2,1,1,2,2,No,200.0,Below Rs 300,2.0,1-2 kg,100.0,Below Rs 500,Yes,Maybe
R0294,NRI_Quality,32,25-34,Male,Dilsukhnagar,Homemaker,274200.0,"Rs 2,00,001 - 3,50,000",3-4,Yes,NRI_Family,No,No,,Frequently (monthly or more),0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,Jars/containers (reusable),4,2,4,5,4,4,5,4,4,Yes,900.0,Above Rs 600,6.2,6-10 kg,6140.0,"Above Rs 5,000",Yes,Yes
R0295,Skeptical_LowIntent,24,Under 25,Male,Secunderabad,Salaried / Employed,34000.0,"Below Rs 50,000",1-2,No,NRI_Family,No,No,,Rarely (once or twice a year),0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,No strong preference,1,4,2,3,3,2,2,3,2,No,370.0,Rs 300-400,2.9,1-2 kg,180.0,Below Rs 500,No,Yes
R0296,Skeptical_LowIntent,36,35-44,Female,Madhapur,Homemaker,116300.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Neither,No,No,,Rarely (once or twice a year),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",2,3,1,3,2,3,1,4,2,No,296.0,Below Rs 300,1.8,1-2 kg,100.0,Below Rs 500,Maybe,Maybe
R0297,Skeptical_LowIntent,18,Under 25,Prefer not to say,Miyapur,Student,43100.0,"Below Rs 50,000",5-6,No,Neither,No,No,,Never,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,"Sealed pouches (lightweight, compact)",2,4,2,2,2,1,2,1,2,No,243.0,Below Rs 300,3.1,3-5 kg,100.0,Below Rs 500,No,Maybe
R0298,Skeptical_LowIntent,42,35-44,Prefer not to say,Manikonda,Homemaker,163800.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Neither,No,No,,Never,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,"Sealed pouches (lightweight, compact)",1,4,2,2,3,2,2,3,2,No,305.0,Rs 300-400,3.2,3-5 kg,100.0,Below Rs 500,Maybe,Maybe
R0299,Skeptical_LowIntent,43,35-44,Female,Uppal,Retired,80500.0,"Rs 50,000 - 1,00,000",3-4,No,Neither,No,No,,Never,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No strong preference,3,3,2,3,2,2,2,2,1,No,529.0,Rs 501-600,4.1,3-5 kg,100.0,Below Rs 500,Maybe,Maybe
R0300,Convenience_Family,36,35-44,Female,Ameerpet,Salaried / Employed,53800.0,"Rs 50,000 - 1,00,000",1-2,Yes,NRI_Family,Yes,No,,Rarely (once or twice a year),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Sealed pouches (lightweight, compact)",4,4,4,4,5,4,4,4,3,No,668.0,Above Rs 600,2.8,1-2 kg,260.0,Below Rs 500,Maybe,Yes
R0301,Skeptical_LowIntent,18,Under 25,Female,Begumpet,Retired,46100.0,"Below Rs 50,000",1-2,No,NRI_Family,Yes,No,,Rarely (once or twice a year),0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,No strong preference,2,4,2,3,2,2,1,2,1,No,243.0,Below Rs 300,4.3,3-5 kg,120.0,Below Rs 500,No,Maybe
R0302,NRI_Quality,33,25-34,Female,Uppal,Self-employed / Business owner,171400.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,Yes,Desi Khana,Frequently (monthly or more),1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",5,3,4,5,4,5,5,4,4,Yes,900.0,Above Rs 600,3.3,3-5 kg,2950.0,"Rs 1,501-3,000",No,Yes
R0303,Traveler_Budget,32,25-34,Male,Secunderabad,Student,82500.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,"Sealed pouches (lightweight, compact)",2,4,4,5,4,4,3,4,4,Yes,778.0,Above Rs 600,5.2,3-5 kg,1940.0,"Rs 1,501-3,000",Maybe,Maybe
R0304,Traveler_Budget,18,Under 25,Female,Madhapur,Student,52700.0,"Rs 50,000 - 1,00,000",1-2,Yes,Traveler_Student,Yes,No,,Rarely (once or twice a year),0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,No strong preference,3,4,4,3,4,4,3,4,5,Yes,353.0,Rs 300-400,10.7,6-10 kg,400.0,Below Rs 500,Yes,Maybe
R0305,Skeptical_LowIntent,31,25-34,Female,Miyapur,Student,61200.0,"Rs 50,000 - 1,00,000",3-4,No,Neither,No,No,,Never,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Jars/containers (reusable),3,4,2,3,2,2,3,4,3,No,348.0,Rs 300-400,1.5,1-2 kg,100.0,Below Rs 500,Maybe,No
R0306,Traveler_Budget,20,Under 25,Male,Kukatpally,Other,73400.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,No,,Rarely (once or twice a year),0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,Jars/containers (reusable),4,4,4,3,4,3,3,4,3,No,508.0,Rs 501-600,4.9,3-5 kg,290.0,Below Rs 500,No,Yes
R0307,Traveler_Budget,30,25-34,Male,Manikonda,Self-employed / Business owner,57100.0,"Rs 50,000 - 1,00,000",1-2,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,"Sealed pouches (lightweight, compact)",3,4,3,4,4,4,4,4,4,Yes,396.0,Rs 300-400,3.4,3-5 kg,700.0,"Rs 500-1,500",Yes,Maybe
R0308,Convenience_Family,33,25-34,Prefer not to say,Begumpet,Homemaker,48200.0,"Below Rs 50,000",1-2,No,NRI_Family,Yes,Yes,Dryfii,Rarely (once or twice a year),0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,"Sealed pouches (lightweight, compact)",4,3,4,5,5,3,4,3,3,No,781.0,Above Rs 600,5.8,3-5 kg,210.0,Below Rs 500,Maybe,Maybe
